sbd,yy,toan,van,khxh,khtn,ls,dl,gdcd,sh,vl,hh,ta
2060803,2000,6.4,6.25,-1,-1,4.5,6.5,-1,-1,-1,-1,-1
2060804,1997,2.2,3.25,5.67,-1,4.75,4.75,7.5,-1,-1,-1,1.8
2060805,2001,7.2,6,-1,-1,2.5,5.75,-1,-1,-1,-1,-1
2060806,1999,5.4,6.5,-1,-1,6.25,5.75,-1,-1,-1,-1,-1
2060807,2002,5.6,5.5,-1,-1,5,6.75,-1,-1,-1,-1,-1
2060808,1999,6.2,7,-1,-1,5.25,7.25,-1,-1,-1,-1,-1
2060809,2002,5.6,5.5,-1,5.42,-1,-1,-1,3.5,6.75,6,-1
2060810,1990,4.6,6.75,-1,-1,6,6,-1,-1,-1,-1,-1
2060811,2002,5.4,5.25,-1,-1,5,5.75,-1,-1,-1,-1,-1
2060812,2001,4.4,6,-1,-1,4,5,-1,-1,-1,-1,-1
2060813,2002,5.8,6,-1,-1,2.5,5.75,-1,-1,-1,-1,-1
2060814,2001,7.8,5.75,-1,6.58,-1,-1,-1,5.5,6.25,8,-1
2060815,2002,5.8,6.25,-1,-1,5.5,6.25,-1,-1,-1,-1,-1
2060816,1999,7.2,6.75,-1,5.42,-1,-1,-1,4.25,6.75,5.25,-1
2060817,2002,8,5.5,-1,6.5,-1,-1,-1,6,7.25,6.25,-1
2060818,2002,6,6,-1,-1,5,7,-1,-1,-1,-1,-1
2060819,2002,5.6,6.75,-1,-1,4.25,7.5,-1,-1,-1,-1,-1
2060820,2000,3,3.5,-1,-1,3.25,5.5,-1,-1,-1,-1,-1
2060821,2002,4,3.75,-1,-1,5.25,5.5,-1,-1,-1,-1,-1
2060822,2002,7.2,6.75,-1,-1,6.75,6.5,-1,-1,-1,-1,-1
2060823,2002,5.4,5,-1,-1,3.75,5.5,-1,-1,-1,-1,-1
2060824,1997,4.8,8,-1,-1,3.5,6.25,-1,-1,-1,-1,-1
2060825,2000,3.6,4.75,6.25,-1,3,8,7.75,-1,-1,-1,3
2060826,1997,7.4,5.75,-1,-1,7.25,7.75,-1,-1,-1,-1,-1
2060827,1998,4.2,6,-1,-1,3.25,6.75,-1,-1,-1,-1,-1
2060828,2002,5,6,-1,-1,4.75,7,-1,-1,-1,-1,-1
2060829,2002,6,6,-1,-1,4.5,4.5,-1,-1,-1,-1,-1
2060830,2002,5,6.75,-1,-1,5,5.25,-1,-1,-1,-1,-1
2060831,2000,4.4,6.25,4.08,-1,3.5,4,4.75,-1,-1,-1,2.4
2060832,2002,5.6,5.25,-1,-1,2.75,5,-1,-1,-1,-1,-1
2060833,2001,5.4,6,-1,-1,4.75,7.25,-1,-1,-1,-1,-1
2060834,2002,4.8,5.25,-1,-1,4.75,6.75,-1,-1,-1,-1,-1
2060835,2002,4.6,5.25,-1,-1,5.75,7,-1,-1,-1,-1,-1
2060836,2002,5.8,7.75,-1,5.08,-1,-1,-1,5,4,6.25,-1
2060837,2001,4.8,7.75,-1,-1,5.25,7,-1,-1,-1,-1,-1
2060838,2002,4.6,5,-1,-1,2.75,6,-1,-1,-1,-1,-1
2060839,2001,6,6.75,-1,-1,3.5,6.5,-1,-1,-1,-1,5
2060840,1997,5,4,-1,-1,4.5,7,-1,-1,-1,-1,-1
2060841,1992,7.2,6.75,-1,-1,5.5,8,-1,-1,-1,-1,-1
2060842,2002,6.4,7.25,8,-1,7.75,7.5,8.75,-1,-1,-1,6.4
2060843,2002,8,7.5,5.67,-1,4.5,5.25,7.25,-1,-1,-1,7.4
2060844,2002,7,7.25,6.75,-1,5.75,6.25,8.25,-1,-1,-1,6.8
2060845,2002,5.2,7.75,-1,5.83,-1,-1,-1,6.5,5.25,5.75,4.4
2060846,2002,8.6,8.5,-1,5.08,-1,-1,-1,5,4.75,5.5,7.4
2060847,2002,7.4,7.25,-1,6.67,-1,-1,-1,6.25,7,6.75,5.6
2060848,2002,6.8,6.75,7,-1,6.75,6,8.25,-1,-1,-1,5.4
2060849,2002,7.2,5.5,-1,5.5,-1,-1,-1,6,5,5.5,4.8
2060850,2002,6,7,7,-1,4.75,8.25,8,-1,-1,-1,6.4
2060851,2002,7.4,6.5,-1,6.67,-1,-1,-1,6.5,6,7.5,7.8
2060852,2002,6.4,7.5,7.08,-1,6.25,7.25,7.75,-1,-1,-1,6.4
2060853,2002,7,7.5,-1,5.08,-1,-1,-1,6,3.25,6,6.2
2060854,2002,8.2,6.75,-1,7.17,-1,-1,-1,7,7.75,6.75,6.2
2060855,2001,7.2,6.75,-1,-1,8.5,9.25,-1,-1,-1,-1,-1
2060856,2002,8.4,7,-1,6.67,-1,-1,-1,5.25,7.25,7.5,7.8
2060857,2002,6.6,7.25,7.5,-1,7,6.75,8.75,-1,-1,-1,4.6
2060858,2002,6.6,7,-1,4.83,-1,-1,-1,6,3.5,5,6.8
2060859,2002,8.6,7.5,6.67,-1,5.75,6.75,7.5,-1,-1,-1,8
2060860,2002,7.6,7.25,-1,6.58,-1,-1,-1,6.25,6.75,6.75,5.4
2060861,2001,4.2,4,-1,-1,5.25,5.75,-1,-1,-1,-1,-1
2060862,2002,5.4,6.75,-1,5.08,-1,-1,-1,5,4,6.25,6.4
2060863,2002,4,7.5,5.75,-1,4.25,5.75,7.25,-1,-1,-1,4
2060864,2002,7,6.25,-1,4.33,-1,-1,-1,4.5,3.25,5.25,5.6
2060865,2002,6.8,6,5.92,-1,3,6.5,8.25,-1,-1,-1,4
2060866,2002,8.4,6.25,-1,6.42,-1,-1,-1,7.5,5.5,6.25,4.8
2060867,2002,8.2,7,-1,6.92,-1,-1,-1,5.5,8,7.25,6.8
2060868,2002,8.2,7.5,-1,6.08,-1,-1,-1,5,6.25,7,5.6
2060869,2002,8.2,7.75,-1,7.17,-1,-1,-1,4.75,8.5,8.25,6.2
2060870,2002,7.8,7.25,6.92,-1,4.25,7.5,9,-1,-1,-1,6.2
2060871,2002,8.2,6.75,-1,6.42,-1,-1,-1,5.25,6,8,7.4
2060872,2002,8.2,6,-1,5,-1,-1,-1,5.25,3.75,6,7.2
2060873,2002,7.8,6.75,-1,7.33,-1,-1,-1,5.25,8.75,8,7
2060874,2002,6.6,7,6.5,-1,4.75,5.75,9,-1,-1,-1,6.6
2060875,2002,8.2,7.75,-1,6.58,-1,-1,-1,5.25,8,6.5,8.8
2060876,2002,7,7,-1,5.25,-1,-1,-1,6,4.5,5.25,6.8
2060877,2002,7.6,7.25,5.92,-1,2.75,7.25,7.75,-1,-1,-1,6.4
2060878,2002,7.4,6.5,7.17,-1,5.5,7,9,-1,-1,-1,4.2
2060879,2002,6,7.25,6.5,-1,4.75,7,7.75,-1,-1,-1,5.2
2060880,2002,8.6,7.75,-1,5.08,-1,-1,-1,3.75,4.5,7,8.2
2060881,2002,8.4,6.5,-1,6.17,-1,-1,-1,6.5,5.75,6.25,7.6
2060882,2001,4.8,6.5,-1,-1,9.25,8.25,-1,-1,-1,-1,4
2060883,2002,8,6.17,-1,6.58,-1,-1,-1,5.5,6,8.25,7.2
2060884,2002,5.8,7.25,-1,7,-1,-1,-1,6.5,6.75,7.75,5
2060885,2001,8.2,6.5,-1,6.25,-1,-1,-1,4,6.75,8,4.4
2060886,2001,6,6.75,-1,-1,4.5,5.75,-1,-1,-1,-1,-1
2060887,2002,7,7,-1,5.42,-1,-1,-1,4,5.25,7,4
2060888,2002,8.8,8.5,-1,7.67,-1,-1,-1,6.25,8,8.75,7
2060889,2002,7.6,6,-1,6.58,-1,-1,-1,5.25,6.75,7.75,5.6
2060890,2002,8.8,7.75,-1,6.92,-1,-1,-1,6.5,5.25,9,8.8
2060891,2002,6.6,6.25,-1,4.67,-1,-1,-1,4.75,4.5,4.75,5.8
2060892,2001,7.2,6.33,-1,5.42,-1,-1,-1,6,5.5,4.75,4.2
2060893,1988,6.2,6.25,-1,-1,4.25,8.25,-1,-1,-1,-1,-1
2060894,2002,8.6,7.75,-1,7.5,-1,-1,-1,6,8.75,7.75,5.2
2060895,2002,7.2,7,-1,6.17,-1,-1,-1,6.75,6.5,5.25,4.4
2060896,2002,7.4,8.25,-1,7.17,-1,-1,-1,6.25,7.25,8,8.2
2060897,1999,4.4,3.75,-1,-1,3.5,7,-1,-1,-1,-1,-1
2060898,2002,8,7.5,-1,4.83,-1,-1,-1,5.5,4.25,4.75,8
2060899,2002,3,6.25,-1,-1,4,5.75,-1,-1,-1,-1,-1
2060900,2002,6.8,7,-1,7,-1,-1,-1,6.25,6.5,8.25,7.4
2060901,2002,6.8,7,-1,4.75,-1,-1,-1,4,5.25,5,6.6
2060902,2002,7.8,8,-1,6,-1,-1,-1,6.75,4,7.25,7
2060903,2002,5.8,6.25,-1,3.5,-1,-1,-1,3.25,3,4.25,5.2
2060904,2002,5,6.5,-1,-1,4.5,7.25,-1,-1,-1,-1,-1
2060905,2002,7.4,5.75,-1,5.75,-1,-1,-1,5.25,6.5,5.5,-1
2060906,2002,6.2,6.5,-1,5.42,-1,-1,-1,6,5,5.25,4.4
2060907,2002,6.4,6.25,-1,5.75,-1,-1,-1,5.75,6.25,5.25,2.8
2060908,2002,7.6,7,-1,6.25,-1,-1,-1,5.75,6,7,7.4
2060909,2002,8.2,6.5,8.08,-1,7.25,8.75,8.25,-1,-1,-1,7
2060910,2002,7,6.75,6.33,-1,4.75,7.75,6.5,-1,-1,-1,3
2060911,2002,7.8,6.75,7.58,-1,7.25,6.75,8.75,-1,-1,-1,6.4
2060912,2002,7.4,6.5,-1,6,-1,-1,-1,5.25,6.75,6,6.2
2060913,2002,4.8,5.75,5.17,-1,4.25,4,7.25,-1,-1,-1,4.6
2060914,2002,7,7.25,7.83,-1,7.5,6.75,9.25,-1,-1,-1,5.8
2060915,2002,8.4,6.75,-1,5.75,-1,-1,-1,5.5,5.25,6.5,4.4
2060916,2001,5.4,6.75,4.67,-1,3.25,4.75,6,-1,-1,-1,6.2
2060917,2002,8.4,7.25,-1,6.92,-1,-1,-1,6.75,7.25,6.75,7.8
2060918,2002,7.8,6.75,-1,5.92,-1,-1,-1,6.5,5.5,5.75,6.6
2060919,2002,7.4,7.25,-1,6.33,-1,-1,-1,6.25,6.5,6.25,6.6
2060920,2002,6.6,8,8.25,-1,7.5,8,9.25,-1,-1,-1,4.8
2060921,2002,8,8.5,-1,6.83,-1,-1,-1,6.25,7.5,6.75,6.6
2060922,2002,7.6,7.5,7.17,-1,6.75,7.25,7.5,-1,-1,-1,4.2
2060923,2002,9.4,8,-1,7.83,-1,-1,-1,7.25,8.5,7.75,8
2060924,2002,7.6,6,8.08,-1,7,7.75,9.5,-1,-1,-1,5.2
2060925,2002,7.6,5.25,-1,4.83,-1,-1,-1,5.25,5.25,4,6.4
2060926,2002,5.2,7.5,7.75,-1,6.75,7.75,8.75,-1,-1,-1,3.6
2060927,2002,7.8,7.5,-1,7.08,-1,-1,-1,6.5,6.5,8.25,6
2060928,2001,7,6.5,-1,6.67,-1,-1,-1,6.5,6.25,7.25,7.6
2060929,2002,7.6,6,-1,5.25,-1,-1,-1,4,7.75,4,6.2
2060930,2002,8.4,5.5,-1,6.58,-1,-1,-1,5.75,6.25,7.75,6.2
2060931,2002,7.6,6.5,-1,5.42,-1,-1,-1,5,5,6.25,9
2060932,2002,7.8,7,-1,6.58,-1,-1,-1,5.75,6,8,8.2
2060933,2002,7.6,8.25,-1,6.17,-1,-1,-1,6.25,6.25,6,8
2060934,2002,7.4,7.25,8.5,-1,8,8.75,8.75,-1,-1,-1,5.6
2060935,2002,6.6,6.25,7.5,-1,6.75,7.75,8,-1,-1,-1,7.8
2060936,2002,8,6.25,6.08,-1,5.25,5.5,7.5,-1,-1,-1,5.4
2060937,2002,7.6,8,-1,6.33,-1,-1,-1,5.5,7,6.5,7.4
2060938,2002,7.2,8,-1,4.83,-1,-1,-1,4.25,3.25,7,5.8
2060939,2002,8.6,7.25,-1,6.42,-1,-1,-1,5,7.25,7,7.4
2060940,2002,7.6,7.5,-1,5.83,-1,-1,-1,5.25,6.25,6,7.8
2060941,2002,7.4,7.25,-1,4.25,-1,-1,-1,4.25,3.25,5.25,5
2060942,2002,8.8,8,8.08,-1,7.75,7.75,8.75,-1,-1,-1,7.8
2060943,2002,8,7.75,-1,4.08,-1,-1,-1,4,3.25,5,5.8
2060944,2002,8.4,7.75,-1,8.08,-1,-1,-1,9,6.75,8.5,5.2
2060945,2002,7.2,7.25,-1,5.83,-1,-1,-1,6.25,4.75,6.5,5.6
2060946,2002,7.4,7.5,-1,5.92,-1,-1,-1,5.25,5.75,6.75,4.8
2060947,2002,6.6,5.5,-1,4.75,-1,-1,-1,3,5.5,5.75,2.6
2060948,2002,6.8,7.25,6.67,-1,4.5,7,8.5,-1,-1,-1,6.4
2060949,2002,8,7.5,-1,6.5,-1,-1,-1,4.75,7.25,7.5,6.4
2060950,2002,6.6,6.75,7.83,-1,6.75,7.25,9.5,-1,-1,-1,8
2060951,2002,5.4,5.75,5.5,-1,3,6.75,6.75,-1,-1,-1,2.6
2060952,2002,7.2,7.75,6.25,-1,3.75,7.25,7.75,-1,-1,-1,6.2
2060953,2002,6.2,7,6.33,-1,4,7.25,7.75,-1,-1,-1,5
2060954,2002,8.2,7.25,-1,6.83,-1,-1,-1,6.25,7.25,7,6.6
2060955,2002,5,7.5,6.92,-1,7.25,5.75,7.75,-1,-1,-1,6
2060956,2002,6,8.25,7.58,-1,6.25,7,9.5,-1,-1,-1,4.8
2060957,2002,7.6,7.25,6.83,-1,4.5,8,8,-1,-1,-1,6.8
2060958,2002,7.6,6.25,-1,5.42,-1,-1,-1,5,4.25,7,6.4
2060959,2002,7.6,6.5,-1,6.25,-1,-1,-1,6.25,5.25,7.25,6.2
2060960,2001,7.2,6.92,-1,6.5,-1,-1,-1,6.25,6.75,6.5,5
2060961,2002,8.4,6.5,-1,5.58,-1,-1,-1,5.25,5.25,6.25,4.6
2060962,2002,5.8,6.58,7.17,-1,5.75,6.75,9,-1,-1,-1,4.4
2060963,2002,8,6.75,-1,7.33,-1,-1,-1,6.25,6.5,9.25,6.6
2060964,2002,7.8,6.5,-1,6.5,-1,-1,-1,6,6.75,6.75,6.8
2060965,2002,7.8,7.75,-1,5.25,-1,-1,-1,4.5,6.25,5,9
2060966,2002,8,7.75,-1,7.33,-1,-1,-1,7,6.75,8.25,5.8
2060967,2002,8,7.5,-1,5.67,-1,-1,-1,4.75,4.5,7.75,5.8
2060968,2002,7.6,6,-1,3.25,-1,-1,-1,3.75,3.25,2.75,6.4
2060969,2002,8.8,6.5,-1,6.58,-1,-1,-1,7.25,6,6.5,7
2060970,2002,5.4,6,7.67,-1,6.25,7.75,9,-1,-1,-1,7.2
2060971,2002,8.4,7,-1,6.5,-1,-1,-1,4.75,7.75,7,8.8
2060972,2002,8.2,4,-1,6.67,-1,-1,-1,4.75,7.25,8,6
2060973,2002,7.4,6.75,-1,4.58,-1,-1,-1,4,5.25,4.5,6.6
2060974,2002,8.2,7,-1,7.17,-1,-1,-1,5.5,7.75,8.25,6.2
2060975,2002,8,7.25,-1,7.25,-1,-1,-1,5.75,7.75,8.25,5
2060976,2002,6.6,6.75,-1,6.75,-1,-1,-1,6.5,6.25,7.5,4.6
2060977,2002,7.6,6.75,8.17,-1,8.25,7.25,9,-1,-1,-1,4.6
2060978,2002,8.4,7.5,-1,5,-1,-1,-1,2.75,6,6.25,6.4
2060979,2002,7.2,6.5,-1,6.42,-1,-1,-1,6.25,6.25,6.75,6.2
2060980,2002,8.4,7.5,6.83,-1,4.25,7.25,9,-1,-1,-1,6
2060981,2002,8.6,7.75,-1,7.42,-1,-1,-1,7,7,8.25,4.6
2060982,2002,6.6,6.5,7,-1,5.75,6.25,9,-1,-1,-1,8.2
2060983,2002,8.4,6.5,-1,7.42,-1,-1,-1,6.5,7.75,8,8.2
2060984,2002,8,6,-1,4.92,-1,-1,-1,5.75,3,6,7.8
2060985,2002,7.6,5.75,6.33,-1,6,5.75,7.25,-1,-1,-1,6.2
2060986,2002,9.4,6.75,-1,7.08,-1,-1,-1,5.75,8.25,7.25,8.4
2060987,2002,7.2,6.25,7.42,-1,6.75,6.5,9,-1,-1,-1,5.4
2060988,2002,5.8,6.5,6.92,-1,5.75,7.5,7.5,-1,-1,-1,4.2
2060989,2002,7,6.75,6.08,-1,4.25,5.75,8.25,-1,-1,-1,5
2060990,2002,8.2,6.5,-1,6.92,-1,-1,-1,6,7.25,7.5,6.8
2060991,2002,8,7.25,-1,6.92,-1,-1,-1,5.75,6.75,8.25,7.2
2060992,2002,7.8,7.5,-1,7.25,-1,-1,-1,6.75,6.75,8.25,7.4
2060993,2002,7.8,8.25,-1,7.67,-1,-1,-1,7,8,8,6.2
2060994,2002,7.2,8.5,7.08,-1,5.75,7,8.5,-1,-1,-1,5.4
2060995,2002,8,8,-1,6.5,-1,-1,-1,6,7.75,5.75,6
2060996,2002,7.2,7.5,-1,6.58,-1,-1,-1,5.25,7,7.5,4.2
2060997,2002,7.4,7,-1,7.17,-1,-1,-1,7.25,6.75,7.5,6
2060998,2002,8.2,7.5,-1,5.58,-1,-1,-1,5.25,5.75,5.75,6.4
2060999,2002,6.2,8.5,7.08,-1,5.5,7.5,8.25,-1,-1,-1,7.2
2061000,2002,7.4,8,-1,7,-1,-1,-1,7,7,7,7.2
2061001,2002,8.4,7.5,-1,7.17,-1,-1,-1,6.5,7,8,6.4
2061002,2002,6.2,7.25,8.25,-1,9,8,7.75,-1,-1,-1,5.2
2061003,2002,8.2,7.25,-1,7,-1,-1,-1,7,7.25,6.75,7.6
2061004,2002,7.4,7.25,7.42,-1,5.5,8,8.75,-1,-1,-1,5.8
2061005,2002,7.8,6.75,7.58,-1,7,7,8.75,-1,-1,-1,6.6
2061006,2002,6.8,6.25,-1,6,-1,-1,-1,6.5,5.5,6,5
2061007,2001,5.2,7,8.08,-1,7.75,7.5,9,-1,-1,-1,6
2061008,2002,7.6,6,-1,6.92,-1,-1,-1,7.5,5.75,7.5,5.2
2061009,2002,8,6,-1,6.58,-1,-1,-1,6,7,6.75,8.4
2061010,2002,6.6,6.5,-1,3.75,-1,-1,-1,3.75,4,3.5,7.4
2061011,2002,7.8,6.25,-1,7,-1,-1,-1,6.25,7.25,7.5,8.2
2061012,2002,6.2,7.5,-1,6.17,-1,-1,-1,6.25,7,5.25,4.8
2061013,2002,9.2,7.75,-1,6.33,-1,-1,-1,6,6.5,6.5,6.4
2061014,2002,8.2,8,-1,7.33,-1,-1,-1,6.5,8,7.5,9
2061015,2001,5.8,6.5,6.83,-1,5.25,6.5,8.75,-1,-1,-1,7
2061016,2002,8.4,6.25,-1,6.67,-1,-1,-1,6.25,6.75,7,6.6
2061017,2002,6.4,7.25,6.58,-1,5.75,6.75,7.25,-1,-1,-1,8.2
2061018,2002,7.2,6.75,-1,5.75,-1,-1,-1,4.75,5.25,7.25,8.8
2061019,2002,7.4,7,-1,7.08,-1,-1,-1,5.75,7,8.5,6.4
2061020,2002,7.4,7.25,-1,6.58,-1,-1,-1,6.25,7.25,6.25,5.4
2061021,2002,6.8,7.75,-1,5.58,-1,-1,-1,4.75,5.25,6.75,7.4
2061022,2002,8.6,6.75,-1,6.25,-1,-1,-1,3.5,7.25,8,6.6
2061023,2002,7,7.75,8.25,-1,7.5,8.25,9,-1,-1,-1,7
2061024,2002,7.2,6.25,6.75,-1,5,7.25,8,-1,-1,-1,4.8
2061025,2002,7.8,7.5,-1,5.83,-1,-1,-1,5.5,5.25,6.75,7.4
2061026,2002,6.8,6.75,-1,6.83,-1,-1,-1,5.5,6.5,8.5,8.4
2061027,2002,4.2,6.75,6.92,-1,5.25,7.75,7.75,-1,-1,-1,7.6
2061028,2002,7.6,8,-1,5.92,-1,-1,-1,5.5,5.25,7,6.2
2061029,2002,6.4,6.5,7.25,-1,5.75,7.25,8.75,-1,-1,-1,5.4
2061030,2002,6.6,6,6.33,-1,4.25,7,7.75,-1,-1,-1,4
2061031,2002,5,6.5,6.83,-1,4.5,7,9,-1,-1,-1,6.8
2061032,2002,8.2,6.75,6.67,-1,4,7.5,8.5,-1,-1,-1,7.2
2061033,2002,6,6,6.33,-1,4,7.5,7.5,-1,-1,-1,3.4
2061034,2002,3.8,8.25,6,-1,4.75,6.25,7,-1,-1,-1,5.4
2061035,2002,7.2,8.25,-1,5.5,-1,-1,-1,4.25,5.75,6.5,4.8
2061036,2002,6.6,7.5,-1,4.25,-1,-1,-1,4.75,4,4,7.4
2061037,2002,6.2,7.75,6.58,-1,4,7.75,8,-1,-1,-1,6.2
2061038,2002,7.8,7.5,7.08,-1,4.75,7.5,9,-1,-1,-1,6.2
2061039,2002,6.6,7.25,-1,6.75,-1,-1,-1,5.25,6.25,8.75,5.8
2061040,2002,8,7.25,-1,6.25,-1,-1,-1,4.75,7,7,7.4
2061041,2002,8.2,7.25,7.42,-1,6.25,7.5,8.5,-1,-1,-1,7.2
2061042,2002,7.8,6,-1,7.08,-1,-1,-1,6.25,7.25,7.75,8.6
2061043,2002,6.2,6.75,-1,4.75,-1,-1,-1,4.5,4.5,5.25,5
2061044,2002,8.2,7,-1,5.42,-1,-1,-1,4,6.25,6,4.2
2061045,2002,5.4,7.75,7.67,-1,6,8.25,8.75,-1,-1,-1,8.4
2061046,2002,6,6,-1,5.42,-1,-1,-1,5.75,3.5,7,2.6
2061047,2001,6.4,6.75,7.08,-1,7,5.75,8.5,-1,-1,-1,4.4
2061048,2002,8.4,6.75,-1,7.17,-1,-1,-1,5.25,8,8.25,8.2
2061049,2002,7.4,7.5,-1,5.17,-1,-1,-1,5,5.25,5.25,5.8
2061050,2002,8,7,-1,6.92,-1,-1,-1,5.5,8.25,7,8
2061051,2002,6.8,6,-1,5.58,-1,-1,-1,4.25,6,6.5,3.4
2061052,2002,8.6,7.25,-1,6.58,-1,-1,-1,5,7,7.75,7
2061053,2002,7.6,8.25,6.75,-1,3.5,7,9.75,-1,-1,-1,7.8
2061054,2002,7.6,8,-1,5.83,-1,-1,-1,6.75,5.25,5.5,6.4
2061055,2002,7.8,8.5,-1,5.25,-1,-1,-1,5.25,5.25,5.25,5.2
2061056,2002,7.8,8.25,6.75,-1,4.25,7.25,8.75,-1,-1,-1,6.4
2061057,2002,8,7.75,7.17,-1,5.5,7.25,8.75,-1,-1,-1,4.4
2061058,2002,8,6.25,-1,5.5,-1,-1,-1,4.75,5.25,6.5,8.6
2061059,2002,8,6,-1,6.83,-1,-1,-1,6,6.5,8,5.4
2061060,2002,7.4,6.5,-1,6.08,-1,-1,-1,5.25,6.25,6.75,3
2061061,2002,8,7,8.92,-1,8.75,8.75,9.25,-1,-1,-1,5.6
2061062,2002,5.8,7,-1,5.75,-1,-1,-1,5.5,6,5.75,5
2061063,2002,8,5.75,-1,6.17,-1,-1,-1,5,6,7.5,5.2
2061064,2002,7,7.25,-1,7,-1,-1,-1,7.5,6,7.5,5.2
2061065,2002,7.8,6.75,-1,2.58,-1,-1,-1,4.5,2,1.25,6.4
2061066,2002,7.2,7.25,5.75,-1,3,5.75,8.5,-1,-1,-1,4.6
2061067,2002,7,7.5,6,-1,3.25,6.75,8,-1,-1,-1,7
2061068,2002,7.4,6.75,-1,6.75,-1,-1,-1,6.75,6.25,7.25,6.4
2061069,2002,7.8,7.25,-1,7.92,-1,-1,-1,8,7.75,8,3.8
2061070,2002,7,7,-1,4.83,-1,-1,-1,3,4.5,7,4.6
2061071,2002,5.8,7.5,7,-1,5.25,6.75,9,-1,-1,-1,5.2
2061072,2002,7.2,6.75,5.92,-1,5.75,5.25,6.75,-1,-1,-1,3.6
2061073,2002,8.2,7.25,8.33,-1,8.25,8.25,8.5,-1,-1,-1,8
2061074,2002,8,5.25,-1,6.58,-1,-1,-1,6,6.5,7.25,6
2061075,2002,8.4,6,-1,5.5,-1,-1,-1,3,6.75,6.75,5.8
2061076,2002,6.2,5.5,-1,5.5,-1,-1,-1,5.75,5.5,5.25,7.6
2061077,2002,7.6,7.75,-1,6.33,-1,-1,-1,5.5,6.25,7.25,7
2061078,2002,5,7.75,7.75,-1,8.25,7.25,7.75,-1,-1,-1,8.4
2061079,2002,6.8,8,6.5,-1,4,7,8.5,-1,-1,-1,6
2061080,2002,8.6,8,-1,6.17,-1,-1,-1,4.25,6.25,8,4.4
2061081,2002,6.6,7.25,5.67,-1,4.75,4.75,7.5,-1,-1,-1,4.6
2061082,2002,6.8,7.5,-1,5.08,-1,-1,-1,4.75,5.25,5.25,4.2
2061083,2002,9,7.5,-1,7.33,-1,-1,-1,7.75,6.5,7.75,7
2061084,2002,8.4,6.75,-1,6.25,-1,-1,-1,5,7.25,6.5,7.2
2061085,2002,5.2,6.5,7.75,-1,8.25,6.25,8.75,-1,-1,-1,4.2
2061086,2002,5.4,5.75,8.25,-1,8.5,7.25,9,-1,-1,-1,5
2061087,2002,5,7.5,6,-1,5,6.25,6.75,-1,-1,-1,5.8
2061088,2002,6.4,6.75,6.42,-1,4.75,7.5,7,-1,-1,-1,4.8
2061089,2002,7.2,6.75,-1,6.25,-1,-1,-1,5.5,6,7.25,6.8
2061090,2002,6,7.5,7.92,-1,7,8.5,8.25,-1,-1,-1,5.4
2061091,2002,6.4,7.25,8.25,-1,8,7.5,9.25,-1,-1,-1,5.2
2061092,2002,7.2,7.25,6.25,-1,4.75,6.5,7.5,-1,-1,-1,4.8
2061093,2002,7,6,-1,5.08,-1,-1,-1,5.75,3.75,5.75,5.4
2061094,2002,7.6,6.75,-1,5.67,-1,-1,-1,5.5,5.75,5.75,7
2061095,2002,8.8,8,-1,6.33,-1,-1,-1,5.25,7,6.75,7
2061096,2002,7,6.25,-1,3.67,-1,-1,-1,2.75,4.5,3.75,5.6
2061097,2002,8.6,6.75,-1,5.75,-1,-1,-1,5.25,5.75,6.25,7.4
2061098,2002,8.2,8.25,-1,6.75,-1,-1,-1,6.25,6.5,7.5,6.2
2061099,2002,9,8.25,8,-1,6.75,7.75,9.5,-1,-1,-1,8.6
2061100,2002,6.6,8.25,-1,4.67,-1,-1,-1,6,3.5,4.5,3.6
2061101,2002,8.6,8,-1,6.5,-1,-1,-1,5.5,6.5,7.5,4.6
2061102,2002,7.4,7.5,6,-1,5.25,6.25,6.5,-1,-1,-1,3.8
2061103,2002,7.2,6.75,-1,5.83,-1,-1,-1,4.5,6,7,6
2061104,2002,8,7.25,-1,6.67,-1,-1,-1,6.5,7,6.5,4.8
2061105,2002,7.2,7.25,-1,6.75,-1,-1,-1,5.75,7,7.5,5
2061106,2002,7.6,8,8.75,-1,8.25,8.25,9.75,-1,-1,-1,5.8
2061107,2002,5.2,6.75,8.17,-1,8.5,7,9,-1,-1,-1,6.4
2061108,2002,6.2,7,7.58,-1,7,7.5,8.25,-1,-1,-1,7
2061109,2002,7,7,7.08,-1,5.5,7,8.75,-1,-1,-1,6.4
2061110,2002,7.2,7,-1,5.5,-1,-1,-1,5.25,5.5,5.75,7.8
2061111,2001,5,6.75,5.75,-1,3.5,6.25,7.5,-1,-1,-1,5.6
2061112,2002,9,7.5,6.5,-1,5.25,6.75,7.5,-1,-1,-1,7
2061113,2002,7.4,7,-1,5.5,-1,-1,-1,4.25,5,7.25,7.2
2061114,2002,5.4,6.75,-1,5.42,-1,-1,-1,4.5,4,7.75,8.8
2061115,2002,7.8,7.25,-1,7.25,-1,-1,-1,7.25,7.25,7.25,6.6
2061116,2002,6.6,7.25,7.08,-1,5.5,7,8.75,-1,-1,-1,4.4
2061117,2002,7.8,7.25,7,-1,6,7.75,7.25,-1,-1,-1,6.4
2061118,2002,7.6,6,5.75,-1,2.75,6.5,8,-1,-1,-1,4.8
2061119,2002,7.6,7,-1,5.42,-1,-1,-1,5.75,4.5,6,4.6
2061120,2002,6.8,7.5,7.92,-1,7.5,7.25,9,-1,-1,-1,5.6
